,Unnamed: 0,section,subsection,question,section#,section_short,Question_ID2,colour,model,answer_given,cos_similarity,answer_ability,answer_freq_delta
214,54,7. Data management,7.3 Raw data processing to summary data,"How are raw data processed to obtain summary data (e.g. EC50, BMC15, ratios, PoD, etc.) in your lab? Describe all processing steps from background correction (e.g. measurement of medium control) to normalization steps (e.g. if you relate treated samples to untreated controls).",7.0,Data management,55,green,gpt-4o-mini,0.0,0.1539323633121946,low,-0.625
215,54,7. Data management,7.3 Raw data processing to summary data,"How are raw data processed to obtain summary data (e.g. EC50, BMC15, ratios, PoD, etc.) in your lab? Describe all processing steps from background correction (e.g. measurement of medium control) to normalization steps (e.g. if you relate treated samples to untreated controls).",7.0,Data management,55,green,gpt-5-mini,0.75,0.6284396440056624,high,0.125
216,54,7. Data management,7.3 Raw data processing to summary data,"How are raw data processed to obtain summary data (e.g. EC50, BMC15, ratios, PoD, etc.) in your lab? Describe all processing steps from background correction (e.g. measurement of medium control) to normalization steps (e.g. if you relate treated samples to untreated controls).",7.0,Data management,55,green,o3-mini,1.0,0.7407915660678809,high,0.375
217,55,7. Data management,7.4 Curve fitting,"How are data normally handled to obtain the overall test result (e.g. concentration response fitting using model X, determination of EC50 by method Y, use of EC50 as final data)? How do you model your concentration response curve (e.g. LL.4 parameter fit) and which software do you use (e.g. GraphPad Prism, R, etc.)? Do you usually calculate an uncertainty measure of your summary data (e.g. a 95% confidence interval for the BMC or a BMCL), and with which software? Can you give uncertainty for non-cytotoxicity or no-effect? How do you handle non-monotonic curve shapes or other curve features that are hard to describe with the usual mathematical fit model?",7.0,Data management,56,yellow,gpt-4.1-nano,0.375,0.3977420104154406,low,-0.0625
218,55,7. Data management,7.4 Curve fitting,"How are data normally handled to obtain the overall test result (e.g. concentration response fitting using model X, determination of EC50 by method Y, use of EC50 as final data)? How do you model your concentration response curve (e.g. LL.4 parameter fit) and which software do you use (e.g. GraphPad Prism, R, etc.)? Do you usually calculate an uncertainty measure of your summary data (e.g. a 95% confidence interval for the BMC or a BMCL), and with which software? Can you give uncertainty for non-cytotoxicity or no-effect? How do you handle non-monotonic curve shapes or other curve features that are hard to describe with the usual mathematical fit model?",7.0,Data management,56,yellow,gpt-4o-mini,0.125,0.22288312861001197,low,-0.3125
219,55,7. Data management,7.4 Curve fitting,"How are data normally handled to obtain the overall test result (e.g. concentration response fitting using model X, determination of EC50 by method Y, use of EC50 as final data)? How do you model your concentration response curve (e.g. LL.4 parameter fit) and which software do you use (e.g. GraphPad Prism, R, etc.)? Do you usually calculate an uncertainty measure of your summary data (e.g. a 95% confidence interval for the BMC or a BMCL), and with which software? Can you give uncertainty for non-cytotoxicity or no-effect? How do you handle non-monotonic curve shapes or other curve features that are hard to describe with the usual mathematical fit model?",7.0,Data management,56,yellow,gpt-5-mini,0.25,0.7168771510877501,low,-0.1875
220,55,7. Data management,7.4 Curve fitting,"How are data normally handled to obtain the overall test result (e.g. concentration response fitting using model X, determination of EC50 by method Y, use of EC50 as final data)? How do you model your concentration response curve (e.g. LL.4 parameter fit) and which software do you use (e.g. GraphPad Prism, R, etc.)? Do you usually calculate an uncertainty measure of your summary data (e.g. a 95% confidence interval for the BMC or a BMCL), and with which software? Can you give uncertainty for non-cytotoxicity or no-effect? How do you handle non-monotonic curve shapes or other curve features that are hard to describe with the usual mathematical fit model?",7.0,Data management,56,yellow,o3-mini,1.0,0.8083373194490293,high,0.5625
221,56,7. Data management,7.5 Internal data storage,How and how long are raw and other related data stored? What backup procedures are used (how frequently)? How are data versions identified?,7.0,Data management,57,orange,gpt-4.1-nano,0.75,0.5721904009499568,high,0.125
222,56,7. Data management,7.5 Internal data storage,How and how long are raw and other related data stored? What backup procedures are used (how frequently)? How are data versions identified?,7.0,Data management,57,orange,gpt-4o-mini,0.75,0.6402245943918855,high,0.125
223,56,7. Data management,7.5 Internal data storage,How and how long are raw and other related data stored? What backup procedures are used (how frequently)? How are data versions identified?,7.0,Data management,57,orange,gpt-5-mini,0.0,0.5676109262167204,low,-0.625
224,56,7. Data management,7.5 Internal data storage,How and how long are raw and other related data stored? What backup procedures are used (how frequently)? How are data versions identified?,7.0,Data management,57,orange,o3-mini,1.0,0.7318852459740135,high,0.375
225,57,7. Data management,7.6 Metadata,"How are metadata documented and stored (lab book, Excel files, left in machine, etc.)? How are they linked to raw data? What metadata are stored/should be stored?",7.0,Data management,58,yellow,gpt-4.1-nano,1.0,0.7414919934778459,high,0.09375
226,57,7. Data management,7.6 Metadata,"How are metadata documented and stored (lab book, Excel files, left in machine, etc.)? How are they linked to raw data? What metadata are stored/should be stored?",7.0,Data management,58,yellow,gpt-4o-mini,1.0,0.8287930441254346,high,0.09375
227,57,7. Data management,7.6 Metadata,"How are metadata documented and stored (lab book, Excel files, left in machine, etc.)? How are they linked to raw data? What metadata are stored/should be stored?",7.0,Data management,58,yellow,gpt-5-mini,0.625,0.6378809814385863,medium,-0.28125
228,57,7. Data management,7.6 Metadata,"How are metadata documented and stored (lab book, Excel files, left in machine, etc.)? How are they linked to raw data? What metadata are stored/should be stored?",7.0,Data management,58,yellow,o3-mini,1.0,0.7444481523733494,high,0.09375
229,58,7. Data management,7.7 Metadata file format,"Give example of the metadata file (if available). If metadata or data format (see 7.1) are pre-defined in the project, state here 'as pre-defined in project xxx' (e.g. EU-ToxRisk).",7.0,Data management,59,yellow,gpt-4.1-nano,0.0,0.19292530550432327,low,-0.5833333333333334
230,58,7. Data management,7.7 Metadata file format,"Give example of the metadata file (if available). If metadata or data format (see 7.1) are pre-defined in the project, state here 'as pre-defined in project xxx' (e.g. EU-ToxRisk).",7.0,Data management,59,yellow,gpt-4o-mini,0.5,0.3678130653622221,medium,-0.08333333333333337
231,58,7. Data management,7.7 Metadata file format,"Give example of the metadata file (if available). If metadata or data format (see 7.1) are pre-defined in the project, state here 'as pre-defined in project xxx' (e.g. EU-ToxRisk).",7.0,Data management,59,yellow,gpt-5-mini,0.8333333333333334,0.4387348338441956,high,0.25
232,58,7. Data management,7.7 Metadata file format,"Give example of the metadata file (if available). If metadata or data format (see 7.1) are pre-defined in the project, state here 'as pre-defined in project xxx' (e.g. EU-ToxRisk).",7.0,Data management,59,yellow,o3-mini,1.0,0.5408307462929877,high,0.41666666666666663
233,59,8. Prediction model and toxicological application,"8.1 Scientific principle, test purpose and relevance","What is the scientific rationale to link test method data to a relevant in vivo adverse outcome? Which toxicological target (organ, tissue, physiological/biochemical function, etc.) is modelled? Which biological process(es) (e.g. neurite outgrowth, differentiation) are modelled/reflected by your test method? Which toxicological events (e.g. oxidative stress, cell death) are modelled/reflected by your test method? To which (human) adverse outcome(s) is your test method related? Which hazard(s) do(es) your test method (potentially) predict?",8.0,Prediction & application,60,green,gpt-4.1-nano,1.0,0.7874649436717835,high,0.03125
234,59,8. Prediction model and toxicological application,"8.1 Scientific principle, test purpose and relevance","What is the scientific rationale to link test method data to a relevant in vivo adverse outcome? Which toxicological target (organ, tissue, physiological/biochemical function, etc.) is modelled? Which biological process(es) (e.g. neurite outgrowth, differentiation) are modelled/reflected by your test method? Which toxicological events (e.g. oxidative stress, cell death) are modelled/reflected by your test method? To which (human) adverse outcome(s) is your test method related? Which hazard(s) do(es) your test method (potentially) predict?",8.0,Prediction & application,60,green,gpt-4o-mini,1.0,0.8080100171217508,high,0.03125
235,59,8. Prediction model and toxicological application,"8.1 Scientific principle, test purpose and relevance","What is the scientific rationale to link test method data to a relevant in vivo adverse outcome? Which toxicological target (organ, tissue, physiological/biochemical function, etc.) is modelled? Which biological process(es) (e.g. neurite outgrowth, differentiation) are modelled/reflected by your test method? Which toxicological events (e.g. oxidative stress, cell death) are modelled/reflected by your test method? To which (human) adverse outcome(s) is your test method related? Which hazard(s) do(es) your test method (potentially) predict?",8.0,Prediction & application,60,green,gpt-5-mini,0.875,0.7063102947150031,high,-0.09375
236,59,8. Prediction model and toxicological application,"8.1 Scientific principle, test purpose and relevance","What is the scientific rationale to link test method data to a relevant in vivo adverse outcome? Which toxicological target (organ, tissue, physiological/biochemical function, etc.) is modelled? Which biological process(es) (e.g. neurite outgrowth, differentiation) are modelled/reflected by your test method? Which toxicological events (e.g. oxidative stress, cell death) are modelled/reflected by your test method? To which (human) adverse outcome(s) is your test method related? Which hazard(s) do(es) your test method (potentially) predict?",8.0,Prediction & application,60,green,o3-mini,1.0,0.8133772991969697,high,0.03125
237,60,8. Prediction model and toxicological application,8.2 Prediction model,"Provide the statistics of your benchmark response (threshold and variance): (i) For dichotomized data, provide your prediction model. When do you consider the result as toxic or not toxic? (ii) For pseudo-dichotomized outcomes (two classes with borderline class in between): define borderline range. (iii) For multi-class or continuous outcomes: provide definitions and rationale. What is the rationale for your threshold? This can be on a mathematical (e.g. 3-fold standard deviation) or a biological basis (e.g. below 80% viability). Is there a toxicological rationale for the threshold settings and definitions of your prediction model? What are the limitations of your prediction model? What is a ‘hit’ if the test is used in screening mode (= hit definition, if different from above)?",8.0,Prediction & application,61,yellow,gpt-4.1-nano,0.0,0.12428436013520523,low,-0.4642857142857143
238,60,8. Prediction model and toxicological application,8.2 Prediction model,"Provide the statistics of your benchmark response (threshold and variance): (i) For dichotomized data, provide your prediction model. When do you consider the result as toxic or not toxic? (ii) For pseudo-dichotomized outcomes (two classes with borderline class in between): define borderline range. (iii) For multi-class or continuous outcomes: provide definitions and rationale. What is the rationale for your threshold? This can be on a mathematical (e.g. 3-fold standard deviation) or a biological basis (e.g. below 80% viability). Is there a toxicological rationale for the threshold settings and definitions of your prediction model? What are the limitations of your prediction model? What is a ‘hit’ if the test is used in screening mode (= hit definition, if different from above)?",8.0,Prediction & application,61,yellow,gpt-4o-mini,0.14285714285714285,0.21900353600470404,low,-0.32142857142857145
239,60,8. Prediction model and toxicological application,8.2 Prediction model,"Provide the statistics of your benchmark response (threshold and variance): (i) For dichotomized data, provide your prediction model. When do you consider the result as toxic or not toxic? (ii) For pseudo-dichotomized outcomes (two classes with borderline class in between): define borderline range. (iii) For multi-class or continuous outcomes: provide definitions and rationale. What is the rationale for your threshold? This can be on a mathematical (e.g. 3-fold standard deviation) or a biological basis (e.g. below 80% viability). Is there a toxicological rationale for the threshold settings and definitions of your prediction model? What are the limitations of your prediction model? What is a ‘hit’ if the test is used in screening mode (= hit definition, if different from above)?",8.0,Prediction & application,61,yellow,gpt-5-mini,0.7142857142857143,0.7021260057556232,high,0.25
240,60,8. Prediction model and toxicological application,8.2 Prediction model,"Provide the statistics of your benchmark response (threshold and variance): (i) For dichotomized data, provide your prediction model. When do you consider the result as toxic or not toxic? (ii) For pseudo-dichotomized outcomes (two classes with borderline class in between): define borderline range. (iii) For multi-class or continuous outcomes: provide definitions and rationale. What is the rationale for your threshold? This can be on a mathematical (e.g. 3-fold standard deviation) or a biological basis (e.g. below 80% viability). Is there a toxicological rationale for the threshold settings and definitions of your prediction model? What are the limitations of your prediction model? What is a ‘hit’ if the test is used in screening mode (= hit definition, if different from above)?",8.0,Prediction & application,61,yellow,o3-mini,1.0,0.7789223525625758,high,0.5357142857142857
241,61,8. Prediction model and toxicological application,8.3 Prediction model setup,"How was the prediction model set up (using which test set of chemicals to train the model; using probing with what kind of classifiers/statistical approaches)? Has the prediction model been tested (what was the test set of chemicals)? List chemicals or give n, if n > 50. Is the process documented (publication)? Does the prediction model (PM) apply to changes to both sides of controls (up/down)? If the PM is one-sided (e.g. toxicants leading to a decrease vs. control), how are data in the opposite direction handled and interpreted? If the PM is two-sided, do different rules, characteristics and interpretations apply to the two sides (e.g. is a decrease in viability or an increase in viability both interpreted as an effect/toxicity; are thresholds and performance characteristics to both sides the same?).",8.0,Prediction & application,62,green,gpt-4.1-nano,0.0,0.14030573903878124,low,-0.5357142857142857
242,61,8. Prediction model and toxicological application,8.3 Prediction model setup,"How was the prediction model set up (using which test set of chemicals to train the model; using probing with what kind of classifiers/statistical approaches)? Has the prediction model been tested (what was the test set of chemicals)? List chemicals or give n, if n > 50. Is the process documented (publication)? Does the prediction model (PM) apply to changes to both sides of controls (up/down)? If the PM is one-sided (e.g. toxicants leading to a decrease vs. control), how are data in the opposite direction handled and interpreted? If the PM is two-sided, do different rules, characteristics and interpretations apply to the two sides (e.g. is a decrease in viability or an increase in viability both interpreted as an effect/toxicity; are thresholds and performance characteristics to both sides the same?).",8.0,Prediction & application,62,green,gpt-4o-mini,0.8571428571428571,0.7138966836636004,high,0.3214285714285714
243,61,8. Prediction model and toxicological application,8.3 Prediction model setup,"How was the prediction model set up (using which test set of chemicals to train the model; using probing with what kind of classifiers/statistical approaches)? Has the prediction model been tested (what was the test set of chemicals)? List chemicals or give n, if n > 50. Is the process documented (publication)? Does the prediction model (PM) apply to changes to both sides of controls (up/down)? If the PM is one-sided (e.g. toxicants leading to a decrease vs. control), how are data in the opposite direction handled and interpreted? If the PM is two-sided, do different rules, characteristics and interpretations apply to the two sides (e.g. is a decrease in viability or an increase in viability both interpreted as an effect/toxicity; are thresholds and performance characteristics to both sides the same?).",8.0,Prediction & application,62,green,gpt-5-mini,0.2857142857142857,0.6904124786238058,low,-0.25
244,61,8. Prediction model and toxicological application,8.3 Prediction model setup,"How was the prediction model set up (using which test set of chemicals to train the model; using probing with what kind of classifiers/statistical approaches)? Has the prediction model been tested (what was the test set of chemicals)? List chemicals or give n, if n > 50. Is the process documented (publication)? Does the prediction model (PM) apply to changes to both sides of controls (up/down)? If the PM is one-sided (e.g. toxicants leading to a decrease vs. control), how are data in the opposite direction handled and interpreted? If the PM is two-sided, do different rules, characteristics and interpretations apply to the two sides (e.g. is a decrease in viability or an increase in viability both interpreted as an effect/toxicity; are thresholds and performance characteristics to both sides the same?).",8.0,Prediction & application,62,green,o3-mini,1.0,0.7651254126316773,high,0.4642857142857143
245,62,8. Prediction model and toxicological application,8.4 Test performance,"Indicate here basic performance parameters or, if possible, preliminary estimates (label as such): Baseline variation (noise) within assays AND between assays. What is the signal/noise ratio (signal = standard positive control)? Is the z-factor determined? Give the specificity of the test method. How is it determined? Give the sensitivity of the test method. How is it determined? Give measures of the uncertainty of your test method. How are they determined? What is the detection limit (required change of endpoint to become measurable)? If available, give limit of detection (LOD) and limit of quantification (LOQ). What are inter-operator variations? Are there data of ‘historical controls’ over a longer time period?",8.0,Prediction & application,63,green,gpt-4.1-nano,0.0,0.14409873515847124,low,-0.5
246,62,8. Prediction model and toxicological application,8.4 Test performance,"Indicate here basic performance parameters or, if possible, preliminary estimates (label as such): Baseline variation (noise) within assays AND between assays. What is the signal/noise ratio (signal = standard positive control)? Is the z-factor determined? Give the specificity of the test method. How is it determined? Give the sensitivity of the test method. How is it determined? Give measures of the uncertainty of your test method. How are they determined? What is the detection limit (required change of endpoint to become measurable)? If available, give limit of detection (LOD) and limit of quantification (LOQ). What are inter-operator variations? Are there data of ‘historical controls’ over a longer time period?",8.0,Prediction & application,63,green,gpt-4o-mini,1.0,0.8044808479304661,high,0.5
247,62,8. Prediction model and toxicological application,8.4 Test performance,"Indicate here basic performance parameters or, if possible, preliminary estimates (label as such): Baseline variation (noise) within assays AND between assays. What is the signal/noise ratio (signal = standard positive control)? Is the z-factor determined? Give the specificity of the test method. How is it determined? Give the sensitivity of the test method. How is it determined? Give measures of the uncertainty of your test method. How are they determined? What is the detection limit (required change of endpoint to become measurable)? If available, give limit of detection (LOD) and limit of quantification (LOQ). What are inter-operator variations? Are there data of ‘historical controls’ over a longer time period?",8.0,Prediction & application,63,green,gpt-5-mini,0.0,0.7977452147224753,low,-0.5
248,62,8. Prediction model and toxicological application,8.4 Test performance,"Indicate here basic performance parameters or, if possible, preliminary estimates (label as such): Baseline variation (noise) within assays AND between assays. What is the signal/noise ratio (signal = standard positive control)? Is the z-factor determined? Give the specificity of the test method. How is it determined? Give the sensitivity of the test method. How is it determined? Give measures of the uncertainty of your test method. How are they determined? What is the detection limit (required change of endpoint to become measurable)? If available, give limit of detection (LOD) and limit of quantification (LOQ). What are inter-operator variations? Are there data of ‘historical controls’ over a longer time period?",8.0,Prediction & application,63,green,o3-mini,1.0,0.8314541214663059,high,0.5
249,63,8. Prediction model and toxicological application,8.5 In vitro – in vivo extrapolation (IVIVE),"Describe parameters important for the determination of free compound concentrations in the medium. Indicate the lipid and protein content of the medium and the cells. Indicate the volume of the cells. Indicate volume (medium volume) and surface area of culture dish. Is there information/literature on IVIVE strategies/data in the test? Has the test been used earlier for IVIVE? Are there special considerations that are relevant for IVIVE (e.g. potential for compound accumulation due to frequent medium changes and compound re-addition, glycoprotein (MDR1) expression, capacity for xenobiotic metabolism of test system)?",8.0,Prediction & application,64,green,gpt-4.1-nano,0.125,0.24805379598999003,low,-0.1875
250,63,8. Prediction model and toxicological application,8.5 In vitro – in vivo extrapolation (IVIVE),"Describe parameters important for the determination of free compound concentrations in the medium. Indicate the lipid and protein content of the medium and the cells. Indicate the volume of the cells. Indicate volume (medium volume) and surface area of culture dish. Is there information/literature on IVIVE strategies/data in the test? Has the test been used earlier for IVIVE? Are there special considerations that are relevant for IVIVE (e.g. potential for compound accumulation due to frequent medium changes and compound re-addition, glycoprotein (MDR1) expression, capacity for xenobiotic metabolism of test system)?",8.0,Prediction & application,64,green,gpt-4o-mini,0.125,0.2497515584477245,low,-0.1875
251,63,8. Prediction model and toxicological application,8.5 In vitro – in vivo extrapolation (IVIVE),"Describe parameters important for the determination of free compound concentrations in the medium. Indicate the lipid and protein content of the medium and the cells. Indicate the volume of the cells. Indicate volume (medium volume) and surface area of culture dish. Is there information/literature on IVIVE strategies/data in the test? Has the test been used earlier for IVIVE? Are there special considerations that are relevant for IVIVE (e.g. potential for compound accumulation due to frequent medium changes and compound re-addition, glycoprotein (MDR1) expression, capacity for xenobiotic metabolism of test system)?",8.0,Prediction & application,64,green,gpt-5-mini,0.0,0.5653702103258975,low,-0.3125
252,63,8. Prediction model and toxicological application,8.5 In vitro – in vivo extrapolation (IVIVE),"Describe parameters important for the determination of free compound concentrations in the medium. Indicate the lipid and protein content of the medium and the cells. Indicate the volume of the cells. Indicate volume (medium volume) and surface area of culture dish. Is there information/literature on IVIVE strategies/data in the test? Has the test been used earlier for IVIVE? Are there special considerations that are relevant for IVIVE (e.g. potential for compound accumulation due to frequent medium changes and compound re-addition, glycoprotein (MDR1) expression, capacity for xenobiotic metabolism of test system)?",8.0,Prediction & application,64,green,o3-mini,1.0,0.62322689201902,high,0.6875
253,64,8. Prediction model and toxicological application,8.6 Applicability of test method,"Which compounds is the test likely to pick up correctly, where is it likely to fail? How does the test method react to mixtures and UVCBs? Are there areas (according to industry sector, compound chemistry, physical-chemical properties) that need to be excluded from testing, or that are particularly suitable? Which compound class cannot be detected (e.g. neurotransmitters for which the receptors are not expressed, endocrine disruptors in absence of respective pathway)? Are any compounds known to interfere with the test system (e.g. fluorescent or colored chemicals)?",8.0,Prediction & application,65,green,gpt-4.1-nano,0.0,0.135437915016789,low,-0.25
254,64,8. Prediction model and toxicological application,8.6 Applicability of test method,"Which compounds is the test likely to pick up correctly, where is it likely to fail? How does the test method react to mixtures and UVCBs? Are there areas (according to industry sector, compound chemistry, physical-chemical properties) that need to be excluded from testing, or that are particularly suitable? Which compound class cannot be detected (e.g. neurotransmitters for which the receptors are not expressed, endocrine disruptors in absence of respective pathway)? Are any compounds known to interfere with the test system (e.g. fluorescent or colored chemicals)?",8.0,Prediction & application,65,green,gpt-4o-mini,0.0,0.13571202677595856,low,-0.25
255,64,8. Prediction model and toxicological application,8.6 Applicability of test method,"Which compounds is the test likely to pick up correctly, where is it likely to fail? How does the test method react to mixtures and UVCBs? Are there areas (according to industry sector, compound chemistry, physical-chemical properties) that need to be excluded from testing, or that are particularly suitable? Which compound class cannot be detected (e.g. neurotransmitters for which the receptors are not expressed, endocrine disruptors in absence of respective pathway)? Are any compounds known to interfere with the test system (e.g. fluorescent or colored chemicals)?",8.0,Prediction & application,65,green,gpt-5-mini,0.0,0.6260116326948167,low,-0.25
256,64,8. Prediction model and toxicological application,8.6 Applicability of test method,"Which compounds is the test likely to pick up correctly, where is it likely to fail? How does the test method react to mixtures and UVCBs? Are there areas (according to industry sector, compound chemistry, physical-chemical properties) that need to be excluded from testing, or that are particularly suitable? Which compound class cannot be detected (e.g. neurotransmitters for which the receptors are not expressed, endocrine disruptors in absence of respective pathway)? Are any compounds known to interfere with the test system (e.g. fluorescent or colored chemicals)?",8.0,Prediction & application,65,green,o3-mini,1.0,0.6683990873540999,high,0.75
257,65,8. Prediction model and toxicological application,8.7 Incorporation in test battery,"Does the test fit into a test battery? If yes, into which test battery and are there any restrictions? Indicate potential strengths and weaknesses of the system in a test battery (e.g. method is a good confirmation assay, good for creating alerts, mechanistic follow-up, screening, etc.). Compare performance to similar tests. Which gaps in a known or potential battery does the test method fill? Should the test preferentially be used in the first tier or later tiers, are complementary assays required or is it a stand-alone method?",8.0,Prediction & application,66,red,gpt-4.1-nano,0.75,0.5845336728819039,high,-0.09375
258,65,8. Prediction model and toxicological application,8.7 Incorporation in test battery,"Does the test fit into a test battery? If yes, into which test battery and are there any restrictions? Indicate potential strengths and weaknesses of the system in a test battery (e.g. method is a good confirmation assay, good for creating alerts, mechanistic follow-up, screening, etc.). Compare performance to similar tests. Which gaps in a known or potential battery does the test method fill? Should the test preferentially be used in the first tier or later tiers, are complementary assays required or is it a stand-alone method?",8.0,Prediction & application,66,red,gpt-4o-mini,1.0,0.693097589110962,high,0.15625
259,65,8. Prediction model and toxicological application,8.7 Incorporation in test battery,"Does the test fit into a test battery? If yes, into which test battery and are there any restrictions? Indicate potential strengths and weaknesses of the system in a test battery (e.g. method is a good confirmation assay, good for creating alerts, mechanistic follow-up, screening, etc.). Compare performance to similar tests. Which gaps in a known or potential battery does the test method fill? Should the test preferentially be used in the first tier or later tiers, are complementary assays required or is it a stand-alone method?",8.0,Prediction & application,66,red,gpt-5-mini,0.625,0.65769861212975,medium,-0.21875
260,65,8. Prediction model and toxicological application,8.7 Incorporation in test battery,"Does the test fit into a test battery? If yes, into which test battery and are there any restrictions? Indicate potential strengths and weaknesses of the system in a test battery (e.g. method is a good confirmation assay, good for creating alerts, mechanistic follow-up, screening, etc.). Compare performance to similar tests. Which gaps in a known or potential battery does the test method fill? Should the test preferentially be used in the first tier or later tiers, are complementary assays required or is it a stand-alone method?",8.0,Prediction & application,66,red,o3-mini,1.0,0.6937725026157806,high,0.15625
261,66,9. Publication/validation status,9.1 Availability of key publications,"Refer to published literature on the test AND indicate in detail deviations from published descriptions (e.g. plastic plate supplier, cell number, endpoint measurement, timing, etc.). Provide the most relevant publications that describe/give a comprehensive overview of (a) your test system and/or (b) your test method. Describe what aspects are covered therein. Give a prioritized (according to importance) list of further publications on the test method or its application. Give short comments on which type(s) of information can be obtained from these publications (e.g. contains test chemical lists, contains more positive/negative controls, contains validation against other tests, contains incorporation in test battery, demonstrates use by other lab, etc.).",9.0,Publication/validation status,67,green,gpt-4.1-nano,0.0,0.1450510579787058,low,-0.53125
262,66,9. Publication/validation status,9.1 Availability of key publications,"Refer to published literature on the test AND indicate in detail deviations from published descriptions (e.g. plastic plate supplier, cell number, endpoint measurement, timing, etc.). Provide the most relevant publications that describe/give a comprehensive overview of (a) your test system and/or (b) your test method. Describe what aspects are covered therein. Give a prioritized (according to importance) list of further publications on the test method or its application. Give short comments on which type(s) of information can be obtained from these publications (e.g. contains test chemical lists, contains more positive/negative controls, contains validation against other tests, contains incorporation in test battery, demonstrates use by other lab, etc.).",9.0,Publication/validation status,67,green,gpt-4o-mini,0.875,0.6152093593710778,high,0.34375
263,66,9. Publication/validation status,9.1 Availability of key publications,"Refer to published literature on the test AND indicate in detail deviations from published descriptions (e.g. plastic plate supplier, cell number, endpoint measurement, timing, etc.). Provide the most relevant publications that describe/give a comprehensive overview of (a) your test system and/or (b) your test method. Describe what aspects are covered therein. Give a prioritized (according to importance) list of further publications on the test method or its application. Give short comments on which type(s) of information can be obtained from these publications (e.g. contains test chemical lists, contains more positive/negative controls, contains validation against other tests, contains incorporation in test battery, demonstrates use by other lab, etc.).",9.0,Publication/validation status,67,green,gpt-5-mini,0.25,0.5904202071098226,low,-0.28125
264,66,9. Publication/validation status,9.1 Availability of key publications,"Refer to published literature on the test AND indicate in detail deviations from published descriptions (e.g. plastic plate supplier, cell number, endpoint measurement, timing, etc.). Provide the most relevant publications that describe/give a comprehensive overview of (a) your test system and/or (b) your test method. Describe what aspects are covered therein. Give a prioritized (according to importance) list of further publications on the test method or its application. Give short comments on which type(s) of information can be obtained from these publications (e.g. contains test chemical lists, contains more positive/negative controls, contains validation against other tests, contains incorporation in test battery, demonstrates use by other lab, etc.).",9.0,Publication/validation status,67,green,o3-mini,1.0,0.6616534075567169,high,0.46875
265,67,9. Publication/validation status,9.2 (Potential) linkage to AOPs,"Indicate whether the test method has been or could be linked to an AOP (or several AOPs) and in which form (e.g. test of KE activation). Can the test method cover an AOP MIE/KE? Reference relevant AOP and if in AOP-wiki, refer to status.",9.0,Publication/validation status,68,orange,gpt-4.1-nano,0.75,0.6386003468153331,high,0.03125
266,67,9. Publication/validation status,9.2 (Potential) linkage to AOPs,"Indicate whether the test method has been or could be linked to an AOP (or several AOPs) and in which form (e.g. test of KE activation). Can the test method cover an AOP MIE/KE? Reference relevant AOP and if in AOP-wiki, refer to status.",9.0,Publication/validation status,68,orange,gpt-4o-mini,0.875,0.6633577572197792,high,0.15625
267,67,9. Publication/validation status,9.2 (Potential) linkage to AOPs,"Indicate whether the test method has been or could be linked to an AOP (or several AOPs) and in which form (e.g. test of KE activation). Can the test method cover an AOP MIE/KE? Reference relevant AOP and if in AOP-wiki, refer to status.",9.0,Publication/validation status,68,orange,gpt-5-mini,0.25,0.5992386668937326,low,-0.46875
268,67,9. Publication/validation status,9.2 (Potential) linkage to AOPs,"Indicate whether the test method has been or could be linked to an AOP (or several AOPs) and in which form (e.g. test of KE activation). Can the test method cover an AOP MIE/KE? Reference relevant AOP and if in AOP-wiki, refer to status.",9.0,Publication/validation status,68,orange,o3-mini,1.0,0.6878951526924868,high,0.28125
269,68,9. Publication/validation status,9.3 Steps towards mechanistic validation,"Indicate/summarize information on mechanistic validation, e.g. by omics approaches or by use of endpoint specific controls (MCC; section 5.5). Has it been explored in how far the system reflects human biology, signaling, tissue organization relevant to the form of toxicity to be assessed (e.g. nigrostriatal neurons should contain dopamine, liver tests relevant to cholestasis may need to contain bile canalicular structures, etc.)?",9.0,Publication/validation status,69,red,gpt-4.1-nano,0.0,0.13999147878934684,low,-0.75
270,68,9. Publication/validation status,9.3 Steps towards mechanistic validation,"Indicate/summarize information on mechanistic validation, e.g. by omics approaches or by use of endpoint specific controls (MCC; section 5.5). Has it been explored in how far the system reflects human biology, signaling, tissue organization relevant to the form of toxicity to be assessed (e.g. nigrostriatal neurons should contain dopamine, liver tests relevant to cholestasis may need to contain bile canalicular structures, etc.)?",9.0,Publication/validation status,69,red,gpt-4o-mini,1.0,0.6657176201853797,high,0.25
271,68,9. Publication/validation status,9.3 Steps towards mechanistic validation,"Indicate/summarize information on mechanistic validation, e.g. by omics approaches or by use of endpoint specific controls (MCC; section 5.5). Has it been explored in how far the system reflects human biology, signaling, tissue organization relevant to the form of toxicity to be assessed (e.g. nigrostriatal neurons should contain dopamine, liver tests relevant to cholestasis may need to contain bile canalicular structures, etc.)?",9.0,Publication/validation status,69,red,gpt-5-mini,1.0,0.6326109886729268,high,0.25
272,68,9. Publication/validation status,9.3 Steps towards mechanistic validation,"Indicate/summarize information on mechanistic validation, e.g. by omics approaches or by use of endpoint specific controls (MCC; section 5.5). Has it been explored in how far the system reflects human biology, signaling, tissue organization relevant to the form of toxicity to be assessed (e.g. nigrostriatal neurons should contain dopamine, liver tests relevant to cholestasis may need to contain bile canalicular structures, etc.)?",9.0,Publication/validation status,69,red,o3-mini,1.0,0.6510554041131271,high,0.25
